iter	Logloss
368	0.3137305944
369	0.3136083422
370	0.3134306901
371	0.3132842055
372	0.3131801224
373	0.3129765962
374	0.312821126
375	0.3127157437
376	0.3126678216
377	0.3125340374
378	0.3123307734
379	0.3121900091
380	0.3119560979
381	0.3118414858
382	0.3117145588
383	0.3115601285
384	0.3114194273
385	0.3112965692
386	0.3110612254
387	0.310949563
388	0.3107954843
389	0.3105850062
390	0.3104057374
391	0.310261893
392	0.3101386926
393	0.310018063
394	0.3098767139
395	0.3096242988
396	0.3092763274
397	0.3091402616
398	0.3090017062
399	0.3087694718
400	0.3086676356
401	0.3084815634
402	0.3083317003
403	0.3082043072
404	0.3080305156
405	0.3079207467
406	0.3077634151
407	0.3075990952
408	0.3075174646
409	0.3073228327
410	0.3071770237
411	0.3069597441
412	0.3068916998
413	0.3067141558
414	0.3065535691
415	0.3063820775
416	0.3062294
417	0.3060892501
418	0.3058420605
419	0.3056734296
420	0.3055282388
421	0.3053721552
422	0.3052313126
423	0.3050692952
424	0.3049117141
425	0.304726165
426	0.3045763017
427	0.3044468551
428	0.3042806949
429	0.3041716474
430	0.3040132198
431	0.3038965216
432	0.3038193732
433	0.3037245749
434	0.3034292682
435	0.3032615596
436	0.3030180313
437	0.3028415322
438	0.3027019538
439	0.3025260471
440	0.302369783
441	0.3022531454
442	0.3021254065
443	0.3019787321
444	0.3018345985
445	0.3017029974
446	0.3015846881
447	0.3013996289
448	0.3012752996
449	0.3011230842
450	0.3009321264
451	0.3007487447
452	0.3006588023
453	0.3004984498
454	0.3003219286
455	0.3001820821
456	0.3000587318
457	0.2999130581
458	0.2997644644
459	0.2996048673
460	0.2993910477
461	0.2992381802
462	0.2990644562
463	0.2989058877
464	0.2987681102
465	0.2985525256
466	0.298499844
467	0.298372651
468	0.2982588414
469	0.2980619988
470	0.2979363728
471	0.2978697689
472	0.2976664629
473	0.2975424425
474	0.2973204416
475	0.2971232159
476	0.2969686334
477	0.2968621684
478	0.296735867
479	0.2966432662
480	0.296541055
481	0.2963860632
482	0.2962359758
483	0.296025475
484	0.2958718334
485	0.2957479327
486	0.2956002715
487	0.2954407389
488	0.2953053396
489	0.2952204607
490	0.2950631582
491	0.2949200699
492	0.2947763454
493	0.2946396555
494	0.2944784496
495	0.2943552004
496	0.2941901618
497	0.2939956634
498	0.2938835196
499	0.2936694966
500	0.2934411329
501	0.2932247099
502	0.2930647134
503	0.2929400303
504	0.2928083162
505	0.2926271635
506	0.2924636721
507	0.292302919
508	0.2921437274
509	0.2920238977
510	0.2918558113
511	0.2917270324
512	0.291588906
513	0.2914540702
514	0.2913477754
515	0.2911486351
516	0.2910064172
517	0.2908513399
518	0.2906848321
519	0.2905857129
520	0.2904812345
521	0.2903472249
522	0.2900896472
523	0.2898899269
524	0.2897588857
525	0.2896513235
526	0.2894990662
527	0.2892723197
528	0.2891555529
529	0.2890127851
530	0.2889084702
531	0.288732788
532	0.2885791577
533	0.288469335
534	0.2883737828
535	0.288196784
536	0.2881036569
537	0.2879605729
538	0.2878366224
539	0.2876990431
540	0.2875940459
541	0.2874600386
542	0.287329017
543	0.287173557
544	0.2869959194
545	0.2868611029
546	0.2867461916
547	0.2866380026
548	0.2864947013
549	0.2863635119
550	0.2862599716
551	0.2861015433
552	0.2860282917
553	0.2859235722
554	0.2858409207
555	0.2857014951
556	0.2854631015
557	0.2852845419
558	0.2851730717
559	0.2850659791
560	0.2848860935
561	0.2847464766
562	0.2846313738
563	0.2844731787
564	0.2843174713
565	0.2841984729
566	0.2841097955
567	0.2839444467
568	0.2838049282
569	0.2836834732
570	0.2835401853
571	0.2834515125
572	0.2833568315
573	0.28322355
574	0.2831581327
575	0.2830878769
576	0.2829443359
577	0.2827475891
578	0.2826308113
579	0.2824964902
580	0.2823796655
581	0.2821775188
582	0.2820750626
583	0.2819018783
584	0.2817648992
585	0.2816678983
586	0.2815871276
587	0.281476846
588	0.2813734431
589	0.2811974389
590	0.2810789667
591	0.2809818264
592	0.2809078661
593	0.2808269267
594	0.2806960041
595	0.2805945044
596	0.2803741715
597	0.2802928705
598	0.2801366193
599	0.2800004629
600	0.2798385516
601	0.279715897
602	0.2795353341
603	0.2793981565
604	0.2792446472
605	0.2790854839
606	0.2789685795
607	0.2788363119
608	0.2786699983
609	0.2785629535
610	0.2784091093
611	0.2782755408
612	0.2781854905
613	0.278021325
614	0.2779251133
615	0.2778460243
616	0.2776638339
617	0.2774837565
618	0.2773731449
619	0.2773003987
620	0.2771947561
621	0.2769891021
622	0.2768173143
623	0.2767487026
624	0.2766631563
625	0.2765374732
626	0.2764379063
627	0.276335877
628	0.2761961936
629	0.2760252336
630	0.275957771
631	0.2758467166
632	0.2757233384
633	0.2755722331
634	0.2754625739
635	0.2753715434
636	0.2752846081
637	0.2751308804
638	0.274980131
639	0.2748413955
640	0.2746357343
641	0.2744746058
642	0.2743810199
643	0.2742558699
644	0.2741791113
645	0.2741115161
646	0.2740303657
647	0.273896246
648	0.2738200856
649	0.273685134
650	0.2736147704
651	0.2735214366
652	0.2733345047
653	0.2732127515
654	0.2731433146
655	0.2729789863
656	0.272890042
657	0.2727473738
658	0.2726489633
659	0.272572659
660	0.2724890979
661	0.2723221582
662	0.2721847938
663	0.2720685991
664	0.2719276026
665	0.2717279258
666	0.2715793269
667	0.2714336318
668	0.2713497899
669	0.2712722827
670	0.2711560643
671	0.271081076
672	0.2709249504
673	0.2708457288
674	0.2707503402
675	0.2705646508
676	0.2704780881
677	0.2703789858
678	0.2702948734
679	0.2701309921
680	0.2700188416
681	0.2698587466
682	0.2697883991
683	0.2696897946
684	0.2695827064
685	0.2694742817
686	0.2693549563
687	0.2692332217
688	0.2690763488
689	0.2690020179
690	0.2689241638
691	0.2688468208
692	0.2687398849
693	0.2686272657
694	0.2684752966
695	0.2683941543
696	0.268326583
697	0.2682612542
698	0.2681685768
699	0.2680461935
700	0.2679213637
701	0.26777256
702	0.2676708614
703	0.2675397334
704	0.2673834807
705	0.2671791046
706	0.267064174
707	0.2669485226
708	0.2668400956
709	0.2667798649
710	0.2666504719
711	0.266542063
712	0.2664692172
713	0.2663392208
714	0.2662014908
715	0.2661237811
716	0.2659751925
717	0.2658546138
718	0.2657201627
719	0.265580629
720	0.2654533836
721	0.2652739035
722	0.2651632068
723	0.2650460939
724	0.2649579609
725	0.2648997928
726	0.2647256332
727	0.2646260151
728	0.2645263826
729	0.2644287972
730	0.2642447835
731	0.2641074259
732	0.263979999
733	0.2638570008
734	0.2637186327
735	0.2635736834
736	0.2634486774
737	0.2633521054
738	0.2632407484
739	0.263153013
740	0.263088604
741	0.262988327
742	0.262869246
743	0.2627624708
744	0.2626760649
745	0.2625210165
746	0.262451285
747	0.2623663167
748	0.26228479
749	0.262229199
750	0.2621371407
751	0.2620454322
752	0.2619509332
753	0.2617636611
754	0.261574179
755	0.2614943459
756	0.2613925752
757	0.2613039181
758	0.2612363436
759	0.2610740142
760	0.2609210995
761	0.2607501411
762	0.2606369825
763	0.2605712509
764	0.2604421702
765	0.2603612025
766	0.2602801718
767	0.2601247519
768	0.2600207592
769	0.2598902522
770	0.2597579987
771	0.2596692529
772	0.2594801711
773	0.2594006794
774	0.2592831129
775	0.2591691212
776	0.2590498685
777	0.2589806623
778	0.2589176021
779	0.2588009333
780	0.2586528864
781	0.2585628347
782	0.2584890471
783	0.2583738875
784	0.2582293663
785	0.258169743
786	0.2580075402
787	0.2579222706
788	0.257786031
789	0.2577120101
790	0.2576109149
791	0.2574872772
792	0.2573647243
793	0.2572227728
794	0.257125063
795	0.2570371812
796	0.2569294043
797	0.2568234034
798	0.2566986343
799	0.2565909881
800	0.2564636074
801	0.2563895737
802	0.2562888068
803	0.2561277699
804	0.25598552
805	0.255831704
806	0.2557565043
807	0.2556468611
808	0.2555697882
809	0.2554311063
810	0.2553260349
811	0.2552481463
812	0.2551833614
813	0.2550691336
814	0.2548991385
815	0.2548030922
816	0.2546708399
817	0.2545787613
818	0.2544461072
819	0.2542772249
820	0.2540805608
821	0.2539539837
822	0.2538618548
823	0.2537977043
824	0.2536774579
825	0.2536089063
826	0.2535053899
827	0.2533892019
828	0.2532754443
829	0.2531493388
830	0.2530645039
831	0.2530055548
832	0.2529540054
833	0.2528907503
834	0.2527974252
835	0.2526738068
836	0.2526118571
837	0.2525248414
838	0.2524613895
839	0.2523116523
840	0.2522093065
841	0.2521475387
842	0.2520548007
843	0.2519844588
844	0.2518508468
845	0.2517648626
846	0.251675659
847	0.2515691879
848	0.2514449197
849	0.2513534029
850	0.2512179104
851	0.251125505
852	0.2510755978
853	0.2509840178
854	0.2508755502
855	0.2508159707
856	0.2507473891
857	0.2506238822
858	0.2504967204
859	0.2504431699
860	0.2503519606
861	0.2502981337
862	0.2501711123
863	0.2500581065
864	0.2499629432
865	0.2498772935
866	0.2498170975
867	0.2497291221
868	0.2496428492
869	0.2494663998
870	0.2493834459
871	0.2492625508
872	0.2491770634
873	0.2491129569
874	0.2490434939
875	0.2489617402
876	0.2488006336
877	0.2487041838
878	0.2486362905
879	0.2485211485
880	0.2484204653
881	0.2482665399
882	0.2481913237
883	0.2480781233
884	0.2479906217
885	0.2479041766
886	0.2478452779
887	0.2477607972
888	0.2476780857
889	0.2476082171
890	0.2475198861
891	0.2474318259
892	0.2473805328
893	0.2472936553
894	0.2471698111
895	0.2470625622
896	0.2469471736
897	0.2468251942
898	0.2467409725
899	0.246631593
900	0.2465399467
901	0.2464764866
902	0.2464003118
903	0.2463100305
904	0.2462410658
905	0.2460817674
906	0.2459960896
907	0.2459349312
908	0.2458669869
909	0.2457659173
910	0.2456843035
911	0.2455868321
912	0.2455068251
913	0.2454278037
914	0.245359361
915	0.2452782986
916	0.2452026253
917	0.2451303425
918	0.2450206019
919	0.244904225
920	0.2448274678
921	0.2447127815
922	0.2446123794
923	0.244495577
924	0.2444224312
925	0.2443078313
926	0.2442289119
927	0.2441015583
928	0.2439721325
929	0.2438971194
930	0.2437778003
931	0.2437304993
932	0.2435816414
933	0.2435118508
934	0.2434574855
935	0.2433801769
936	0.2432438573
937	0.2431890331
938	0.2431106513
939	0.2430478566
940	0.2429499262
941	0.2428566589
942	0.242784884
943	0.2426567048
944	0.2425659281
945	0.2424734511
946	0.242410632
947	0.2423103497
948	0.2422230565
949	0.2421328284
950	0.242050352
951	0.241973479
952	0.24187532
953	0.241783058
954	0.2416382996
955	0.2415566155
956	0.2414816468
957	0.2413843449
958	0.2412272241
959	0.2411479839
960	0.2410233312
961	0.2409586698
962	0.2408938825
963	0.2408000679
964	0.2407186946
965	0.2406226561
966	0.2405216257
967	0.2404004203
968	0.2402854222
969	0.240174835
970	0.2400800775
971	0.2400023014
972	0.2399019893
973	0.2398299382
974	0.2397598381
975	0.2396553865
976	0.2395421524
977	0.2394235599
978	0.2393267045
979	0.2392744209
980	0.2392177182
981	0.2391361268
982	0.2390270773
983	0.2389343497
984	0.2388753627
985	0.2388306818
986	0.2387359519
987	0.2386728251
988	0.2385820365
989	0.2385363074
990	0.2384449763
991	0.2383599933
992	0.2382583122
993	0.238151234
994	0.2380769672
995	0.2379854912
996	0.2379309258
997	0.2378453223
998	0.2377593572
999	0.2376756358
